P_ID,PA_PER_G
50030.0,20.68734625110028
50036.0,9.020386389672916
50040.0,12.024007287134147
50109.0,0.5628582098351
50126.0,8.91934526308109
50157.0,13.660546217105402
50203.0,0.6216374761312803
50234.0,10.04636267309392
50262.0,0.3687535281793912
50296.0,7.75
50298.0,0.4838709677419355
50360.0,0.3831109340872554
50397.0,0.1
50404.0,8.854428274504947
50441.0,16.0
50449.0,14.668876646846659
50464.0,27.026587373950452
50524.0,9.98263980541938
50556.0,0.682375979909452
50558.0,23.007239083150004
50592.0,1.5
50636.0,7.291576650536516
50640.0,6.90729942828907
50662.0,1.4634830264642327
50705.0,2.514387892525771
50726.0,10.0
50813.0,0.17857142857142858
50815.0,26.0
50835.0,8.470946498971848
50859.0,0.8547321116008357
50900.0,1.0
50912.0,8.937819117167797
60140.0,3.5190591713050106
60146.0,2.592640868644177
60263.0,6.203583240897757
60264.0,13.0
60336.0,1.5428576582359779
60337.0,4.330444258707867
60339.0,3.47352747990704
60559.0,0.8831957695473491
60768.0,5.811704326124735
60841.0,3.497494108967948
60845.0,5.1901963292638795
61101.0,11.797674854193515
61145.0,2.4816819871617897
61156.0,1.639117640323886
61214.0,4.093666696261192
61268.0,3.2308157037144403
61295.0,2.612569174345275
61365.0,3.678996711698849
61411.0,0.9350346918635906
61457.0,1.5580372112181875
61643.0,2.6842140493024274
61895.0,2.1757210691401316
61962.0,0.7142857142857143
62056.0,1.9652651097205767
62146.0,1.9189601082437147
62242.0,2.2691249857302562
62263.0,5.0
62294.0,2.0
62360.0,3.6462769588619723
62363.0,13.696001296662965
62528.0,1.8392462170888955
62595.0,0.44
62611.0,0.8416575186583488
62655.0,1.2164116634379742
62754.0,9.398344094295998
62869.0,7.363688383391135
62908.0,0.5
62920.0,2.1497206847119026
62937.0,4.146009717546399
62951.0,2.4104804644546505
63103.0,4.45236822802277
63248.0,3.175719264315231
63292.0,5.695295448522975
63342.0,2.7846149769551274
63348.0,1.4030735727674393
63464.0,2.0672925334749475
63492.0,0.29550599046534587
63512.0,1.9371162596524125
63543.0,1.6279420193918037
63628.0,2.509199828763438
63638.0,1.0472035097646124
63765.0,2.8310395552740637
63894.0,2.2167530147469754
63914.0,0.6956521739130435
63950.0,2.206916146603869
63959.0,1.0933280926244486
63960.0,1.2930052951183515
63961.0,0.0962223884981086
63991.0,2.5172479938903582
64021.0,19.278876386899512
64029.0,3.8824380331060624
64041.0,0.16666666666666666
64047.0,1.5144536580184997
64051.0,2.535377210933532
64554.0,0.7550258713717466
64565.0,1.4320886779513136
64580.0,1.037037037037037
64596.0,0.7134423593083201
64615.0,0.24
64718.0,6.6
64760.0,3.36577192047735
64768.0,3.4722853086285106
64805.0,2.1764482165416545
64861.0,5.476510628818009
64893.0,1.3367409230572342
64896.0,0.44664123679176027
64995.0,1.4874638901168837
65042.0,5.951013431181018
65048.0,13.593689657215942
65057.0,0.7079349936611778
65060.0,2.522882162334199
65062.0,3.7613844856758325
65117.0,2.9484863091754407
65241.0,3.47693723452191
65320.0,11.262065838806718
65343.0,3.2711495866777636
65392.0,0.41379310344827586
65398.0,0.8254840522229387
65411.0,2.0898963018709096
65496.0,2.9627607473215125
65509.0,3.0
65516.0,12.630778628619506
65616.0,17.26223113489605
65639.0,1.2115428826643093
65643.0,3.0599754768744956
65665.0,2.3041564696415575
65696.0,0.9972952398187038
65764.0,2.089890287401966
65769.0,6.600380182620531
65933.0,19.567377462308635
65937.0,0.5005623441618322
66018.0,0.45388397295610144
66039.0,0.25
66047.0,5.0
66145.0,2.2610987028652607
66291.0,18.396502050619738
66305.0,0.41267662024820373
66557.0,0.7937535390472836
66609.0,3.562032833859461
66630.0,4.416666666666667
66660.0,0.7175811535500289
66663.0,0.3835756908988371
66801.0,0.1754624951208617
66859.0,3.656365409895499
66920.0,9.855050491817465
67008.0,1.8680446135354902
67045.0,6.485737449153967
67119.0,1.941124707791007
67164.0,0.3333333333333333
67246.0,0.8547788555369198
67259.0,6.604301290796679
67263.0,3.5034297708700595
67266.0,2.980506921645832
67313.0,6.034877473582825
67365.0,1.0163273873601022
67391.0,2.284750660324087
67421.0,2.4817138872179867
67443.0,1.8546598738908435
67591.0,4.806518192247789
67603.0,2.684734952040933
67646.0,4.6568368715879105
67703.0,2.6267892019418295
67711.0,0.6896551724137931
67737.0,1.0530494588831811
67828.0,2.4932571511322403
67863.0,4.402744641550491
67954.0,17.097409221301803
67962.0,1.0689655172413792
68043.0,6.206809404465262
68135.0,12.700270407625721
68200.0,0.5227035403847058
68249.0,9.0
68341.0,1.4062322813976644
68403.0,2.3826801394615593
68419.0,15.302346982105053
68529.0,5.025210503070848
68616.0,5.0
68701.0,2.039967778541389
68703.0,3.5128458941946517
68900.0,6.404611445099497
68902.0,1.828297271512133
68910.0,0.34782608695652173
69032.0,0.962149639725661
69041.0,2.144054590812721
69045.0,15.674799026084596
69054.0,2.23586826525401
69068.0,4.333333333333333
69098.0,4.333333333333333
69103.0,17.340613606299062
69104.0,1.1538461538461537
69111.0,7.0
69134.0,1.2510442019307546
69159.0,3.038739916295687
69205.0,4.201381683503737
69328.0,0.39285714285714285
69343.0,10.217624713104126
69360.0,0.67688645646705
69399.0,5.003231923561265
69439.0,3.1293481544545214
69446.0,12.148824807996723
69516.0,2.8458971453120476
69539.0,5.5627372695891655
69620.0,1.7207929945045202
69646.0,1.6182065917875317
69703.0,0.76
69737.0,5.0
69744.0,4.416745861055247
69745.0,0.0
69748.0,16.069089420824533
69813.0,4.406509107004395
69839.0,7.762487891709852
69940.0,9.641512048502959
69962.0,3.2359619641732094
69974.0,0.0
72447.0,0.9825489607876221
72523.0,1.729565345259235
73117.0,1.2436514187920973
73211.0,20.014807292121503
73738.0,2.62380907639968
73750.0,10.518337206324741
73801.0,0.0
74359.0,1.2685671710204949
74454.0,10.758892730948242
74857.0,3.033211619563176
75138.0,1.6763549877412318
75258.0,0.625
75340.0,4.078272445371777
75342.0,1.9205840743057179
75421.0,2.9297908173462153
75867.0,1.056470274918901
76118.0,2.2624801457162556
76225.0,0.586011850289032
76329.0,1.983624263188505
76350.0,2.126474040327703
76355.0,1.6472459768551717
76430.0,1.4988170986900275
76455.0,14.617910026272895
76650.0,2.1661419043210075
76757.0,3.7953060815448065
76858.0,2.4544843951757223
77211.0,24.300479800979467
77263.0,2.3274750184196553
77318.0,6.694592096404623
77446.0,23.456138458633802
77563.0,2.6734686842562017
77591.0,1.0345244562602793
77637.0,11.913066943555654
77927.0,1.529579193575965
78148.0,10.431288556646184
78247.0,1.8053802048731806
78352.0,0.5261697200524793
78517.0,2.3064162903748313
78536.0,2.289233322102892
78819.0,0.2962962962962963
79140.0,2.6939925957549864
79229.0,15.278648912850661
79293.0,1.9997536940686353
79358.0,2.095885193544687
79440.0,1.04
79545.0,2.0217339590616956
79617.0,0.18582726861669072
79764.0,18.575264953790374
79825.0,2.44097824220258
79847.0,20.179972596820306
99445.0,1.5414618211517226
