,BABIP,P_ID
0,0.25806451612903225,50054
1,0.2777777777777778,50066
2,0.4482758620689655,50150
3,0.3540856031128405,50165
4,0.3076923076923077,50202
5,0.0,50203
6,0.0,50204
7,0.0,50208
8,0.26666666666666666,50293
9,0.0,50296
10,0.13043478260869565,50300
11,0.0,50304
12,0.3383458646616541,50350
13,0.5,50357
14,0.0,50360
15,0.0,50365
16,0.3010204081632653,50458
17,0.3617021276595745,50468
18,0.3,50469
19,0.3288409703504043,50506
20,0.3157894736842105,50600
21,0.0,50657
22,0.4107142857142857,50704
23,0.36065573770491804,50707
24,0.3684210526315789,50709
25,0.3541666666666667,50730
26,0.1,50802
27,0.3333333333333333,50819
28,0.0,50840
29,0.2222222222222222,50848
30,0.3333333333333333,50854
31,0.0,50859
32,0.3805970149253731,50923
33,0.35294117647058826,60100
34,0.0,60140
35,0.0,60146
36,0.0,60181
37,0.25,60184
38,0.0,60263
39,0.3448275862068966,60288
40,0.0,60339
41,0.287569573283859,60343
42,0.15151515151515152,60404
43,0.3392405063291139,60456
44,0.0,60464
45,0.3235294117647059,60496
46,0.3507377979568672,60523
47,0.33717277486910996,60558
48,0.0,60559
49,0.3138801261829653,60566
50,0.2891566265060241,60605
51,0.0,60634
52,0.0,60636
53,0.25,60648
54,0.0,60658
55,0.42105263157894735,60667
56,0.16666666666666666,60724
57,0.0,60757
58,0.0,60768
59,0.26666666666666666,60805
60,0.0,60841
61,0.0,60845
62,0.317743132887899,61102
63,0.24691358024691357,61104
64,0.3391812865497076,61114
65,0.0,61145
66,0.36210526315789476,61186
67,0.32020997375328086,61197
68,0.29177057356608477,61204
69,0.35257410296411856,61208
70,0.0,61214
71,0.0,61268
72,0.0,61295
73,0.0,61329
74,0.38235294117647056,61353
75,0.0,61365
76,0.29411764705882354,61366
77,0.31666666666666665,61404
78,0.0,61411
79,0.0,61456
80,0.0,61457
81,0.323943661971831,61463
82,0.3463687150837989,61554
83,0.0,61557
84,0.3172043010752688,61566
85,0.3448275862068966,61591
86,0.0,61643
87,0.34177215189873417,61652
88,0.0,61666
89,0.3250517598343685,61700
90,0.36363636363636365,61742
91,0.34523809523809523,61743
92,0.0,61865
93,0.2982005141388175,61869
94,0.0,61891
95,0.0,61895
96,0.0,61962
97,0.2647058823529412,62007
98,0.23943661971830985,62016
99,0.32954545454545453,62025
100,0.0,62056
101,0.0,62146
102,0.3333333333333333,62147
103,0.35074626865671643,62164
104,0.33422818791946307,62234
105,0.34297520661157027,62244
106,0.0,62263
107,0.3248,62265
108,0.4,62302
109,0.2833333333333333,62332
110,0.3522388059701492,62353
111,0.3747178329571106,62356
112,0.0,62363
113,0.37933025404157045,62404
114,0.1111111111111111,62406
115,0.34782608695652173,62409
116,0.34170616113744073,62415
117,0.3,62499
118,0.0,62528
119,0.2641509433962264,62537
120,0.3295803480040942,62556
121,0.31545741324921134,62558
122,0.3515850144092219,62559
123,0.0,62611
124,0.0,62637
125,0.0,62648
126,0.0,62655
127,0.17391304347826086,62668
128,0.0,62698
129,0.35634167385677307,62700
130,0.0,62754
131,0.3769230769230769,62768
132,0.3113425925925926,62797
133,0.34306569343065696,62802
134,0.2959697732997481,62864
135,0.35648148148148145,62884
136,0.0,62892
137,0.4431137724550898,62893
138,0.3055009823182711,62895
139,0.3969594594594595,62907
140,0.2765957446808511,62908
141,0.25,62917
142,0.3,62921
143,0.3318777292576419,62925
144,0.0,62926
145,0.42857142857142855,62927
146,0.0,62929
147,0.324582338902148,62931
148,0.2965931863727455,62934
149,0.0,62937
150,0.3990734612839179,62947
151,0.0,62951
152,0.0,62966
153,0.26,63077
154,0.29577464788732394,63088
155,0.0,63103
156,0.34355828220858897,63123
157,0.2978723404255319,63202
158,0.0,63248
159,0.28095238095238095,63257
160,0.2803347280334728,63260
161,0.125,63339
162,0.0,63342
163,0.0,63348
164,0.2,63360
165,0.16666666666666666,63435
166,0.33796296296296297,63440
167,0.10714285714285714,63448
168,0.332579185520362,63450
169,0.0,63512
170,0.0,63543
171,0.6,63558
172,0.2807017543859649,63559
173,0.22580645161290322,63593
174,0.0,63628
175,0.30952380952380953,63634
176,0.30357142857142855,63636
177,0.0,63638
178,0.25287356321839083,63700
179,0.29411764705882354,63703
180,0.354814253222138,63704
181,0.3185011709601874,63722
182,0.0,63765
183,0.0,63894
184,0.0,63895
185,0.0,63903
186,0.35714285714285715,63905
187,0.34591194968553457,63913
188,0.0,63914
189,0.32285714285714284,63920
190,0.0,63950
191,0.0,63959
192,0.32164767747589834,63963
193,0.0,63991
194,0.32111692844677137,64004
195,0.3205521472392638,64006
196,0.2937062937062937,64007
197,0.2,64011
198,0.33783783783783783,64012
199,0.16666666666666666,64014
200,0.0,64017
201,0.3181818181818182,64022
202,0.0,64029
203,0.0,64041
204,0.3333333333333333,64086
205,0.3333333333333333,64100
206,0.0,64101
207,0.1917808219178082,64115
208,0.4,64117
209,0.30190796857463525,64153
210,0.25,64164
211,0.4015544041450777,64166
212,0.3333333333333333,64209
213,0.375,64213
214,0.22784810126582278,64260
215,0.363013698630137,64266
216,0.3161693936477382,64300
217,0.375,64340
218,0.3665768194070081,64346
219,0.0,64350
220,0.3466666666666667,64407
221,0.3103448275862069,64410
222,0.3127962085308057,64468
223,0.3037974683544304,64469
224,0.19047619047619047,64493
225,0.296551724137931,64499
226,0.2727272727272727,64501
227,0.32338308457711445,64504
228,0.35514018691588783,64560
229,0.0,64565
230,0.3544137022397892,64610
231,0.30632911392405066,64646
232,0.36764705882352944,64657
233,0.3383084577114428,64699
234,0.3442622950819672,64704
235,0.25,64706
236,0.33480176211453744,64717
237,0.0,64718
238,0.2631578947368421,64724
239,0.0,64768
240,0.3,64793
241,1.0,64802
242,1.0,64803
243,0.0,64805
244,0.0,64861
245,0.36915077989601386,64868
246,0.24,64890
247,0.0,64893
248,0.3333333333333333,64895
249,0.0,64896
250,0.29927007299270075,64906
251,0.0,64907
252,0.34965034965034963,64914
253,0.3,64944
254,0.0,64960
255,0.34186046511627904,64984
256,0.0,64995
257,0.2591093117408907,65005
258,0.0,65040
259,0.0,65042
260,0.25,65044
261,0.0,65056
262,0.0,65057
263,0.0,65058
264,0.0,65060
265,0.0,65062
266,0.0,65064
267,0.0,65067
268,0.0,65096
269,0.30849220103986136,65103
270,0.3508771929824561,65109
271,0.3312883435582822,65115
272,0.0,65120
273,0.3333333333333333,65132
274,0.27586206896551724,65136
275,0.38095238095238093,65157
276,0.3291139240506329,65207
277,0.2978723404255319,65269
278,0.0,65293
279,0.42857142857142855,65304
280,0.0,65343
281,0.32158590308370044,65357
282,0.0,65362
283,0.0,65398
284,0.32432432432432434,65399
285,0.0,65411
286,0.23880597014925373,65412
287,0.5,65462
288,0.36082474226804123,65464
289,0.0,65496
290,0.13793103448275862,65503
291,0.3448275862068966,65506
292,0.24193548387096775,65513
293,0.2,65514
294,0.3631578947368421,65515
295,0.0,65516
296,0.0,65522
297,0.37142857142857144,65523
298,0.0,65546
299,0.3581081081081081,65586
300,0.2911392405063291,65610
301,0.0,65616
302,0.0,65618
303,0.0,65643
304,0.34913793103448276,65653
305,0.0,65703
306,0.2857142857142857,65707
307,0.0,65742
308,0.0,65827
309,0.29213483146067415,65869
310,0.373134328358209,65898
311,0.5714285714285714,65905
312,0.0,65933
313,0.0,65964
314,0.0,66047
315,0.3225806451612903,66052
316,0.37681159420289856,66108
317,0.0,66112
318,0.27884615384615385,66113
319,0.0,66145
320,0.0,66160
321,1.0,66162
322,0.0,66201
323,0.3111111111111111,66203
324,0.3,66207
325,0.35121951219512193,66209
326,0.34514637904468415,66244
327,0.0,66291
328,0.5,66302
329,0.3165266106442577,66306
330,0.32075471698113206,66354
331,0.5,66392
332,0.35714285714285715,66406
333,0.25874125874125875,66409
334,0.0,66451
335,0.2619047619047619,66452
336,0.301994301994302,66462
337,0.5,66469
338,0.0,66492
339,0.0,66493
340,0.0,66504
341,0.36666666666666664,66508
342,0.38,66523
343,0.33967391304347827,66606
344,0.0,66609
345,0.24528301886792453,66614
346,0.3314917127071823,66615
347,0.0,66630
348,0.0,66643
349,0.23076923076923078,66657
350,0.2413793103448276,66662
351,0.2698412698412698,66702
352,0.21428571428571427,66704
353,0.3163265306122449,66706
354,0.24,66707
355,0.23076923076923078,66710
356,0.2571428571428571,66715
357,0.3048780487804878,66716
358,0.3375706214689266,66740
359,0.45,66749
360,0.75,66804
361,0.3157894736842105,66805
362,0.0,66825
363,0.4,66833
364,0.31092436974789917,66838
365,0.0,66859
366,0.33783783783783783,66864
367,0.31985294117647056,66917
368,0.0,66920
369,0.2692307692307692,66928
370,0.0,66960
371,0.225,66965
372,0.23636363636363636,66968
373,0.0,66992
374,0.16666666666666666,67005
375,0.2857142857142857,67006
376,0.0,67008
377,0.22641509433962265,67024
378,0.37777777777777777,67025
379,0.0,67045
380,0.0,67063
381,0.0,67066
382,0.0,67092
383,0.0,67119
384,0.0,67123
385,0.31666666666666665,67134
386,0.0,67164
387,1.0,67202
388,0.40789473684210525,67207
389,0.0,67246
390,0.3588039867109635,67304
391,0.0,67313
392,0.37259218492019813,67341
393,0.0,67365
394,0.0,67391
395,0.3081232492997199,67394
396,0.0,67421
397,0.0,67443
398,0.0,67449
399,0.3511520737327189,67450
400,0.32,67454
401,0.41935483870967744,67504
402,0.23809523809523808,67539
403,0.0,67588
404,0.3519736842105263,67598
405,0.0,67610
406,0.0,67640
407,0.26666666666666666,67644
408,0.0,67645
409,0.0,67646
410,0.3661616161616162,67650
411,0.0,67703
412,0.14285714285714285,67827
413,0.0,67828
414,0.3114215283483977,67872
415,0.2391304347826087,67893
416,0.33614864864864863,67935
417,0.2631578947368421,67944
418,0.0,68043
419,0.36408243375858684,68050
420,0.0,68067
421,0.18181818181818182,68069
422,0.375,68103
423,0.15384615384615385,68106
424,0.5,68119
425,0.0,68200
426,0.0,68201
427,0.41935483870967744,68204
428,0.5,68205
429,0.0,68211
430,0.17391304347826086,68244
431,0.12903225806451613,68245
432,0.36666666666666664,68305
433,0.2,68330
434,0.0,68341
435,0.33638443935926776,68345
436,0.3333333333333333,68346
437,0.17647058823529413,68362
438,0.3125,68407
439,0.1864406779661017,68518
440,0.31693989071038253,68525
441,0.0,68556
442,0.26666666666666666,68614
443,0.0,68639
444,0.3333333333333333,68646
445,0.0,68659
446,0.0,68700
447,0.0,68701
448,0.3168433451118963,68730
449,0.30833333333333335,68743
450,0.2863636363636364,68868
451,0.0,68900
452,0.25,68901
453,0.21428571428571427,68904
454,0.0,68906
455,0.3026315789473684,68912
456,0.0,69041
457,0.0,69056
458,0.0,69098
459,0.21705426356589147,69100
460,0.0,69104
461,0.0,69134
462,0.32142857142857145,69150
463,0.0,69159
464,0.38095238095238093,69165
465,0.0,69168
466,0.0,69203
467,0.0,69207
468,0.3693121693121693,69209
469,0.0,69238
470,0.2857142857142857,69306
471,0.0,69360
472,0.0,69399
473,0.0,69403
474,0.3838383838383838,69405
475,0.3235294117647059,69418
476,0.0,69439
477,0.36666666666666664,69442
478,0.32662192393736017,69453
479,0.18181818181818182,69508
480,0.3230769230769231,69517
481,0.2932330827067669,69530
482,0.30434782608695654,69569
483,0.19047619047619047,69605
484,0.30434782608695654,69636
485,0.0,69645
486,0.0,69646
487,0.30837004405286345,69652
488,0.5,69702
489,0.43478260869565216,69705
490,0.3142857142857143,69727
491,0.3173913043478261,69737
492,0.0,69744
493,0.25675675675675674,69766
494,0.07142857142857142,69802
495,-0.0,69804
496,0.0,69813
497,0.2465753424657534,69825
498,0.11538461538461539,69860
499,0.2331288343558282,69901
500,0.29577464788732394,69950
501,0.0,69962
502,0.0,69969
503,0.5882352941176471,69992
504,0.0,69995
505,0.0,70142
506,0.35794655414908577,70410
507,0.0,70425
508,0.32637571157495254,70553
509,0.2422360248447205,70646
510,0.2952586206896552,70756
511,0.0,71118
512,0.28774928774928776,71184
513,0.2909090909090909,71207
514,0.3359580052493438,71347
515,0.3592233009708738,71432
516,0.3393739703459638,71552
517,0.32727272727272727,71562
518,0.3241082410824108,71564
519,0.29,71565
520,0.32160804020100503,71610
521,0.3747338537970192,71752
522,0.0,71801
523,0.34344422700587085,71837
524,0.294478527607362,71842
525,0.0,71845
526,0.29310344827586204,71848
527,0.33980582524271846,71857
528,0.3790849673202614,72133
