P_ID,PA_PER_G
63202.0,0.1889104787294132
66209.0,0.13334019671552555
65462.0,0.08695652173913043
63260.0,0.8742665108008449
75151.0,1.9810999322561402
69508.0,0.32
76849.0,2.694879980186643
66707.0,0.3328935661317034
79231.0,3.5090317032983873
71837.0,2.090069538185667
50150.0,0.7327121197698869
62908.0,0.18619659104190633
72443.0,3.1648202188425323
62947.0,4.35380659689114
62907.0,3.4702954339320335
69209.0,4.198140357745271
64260.0,1.4802967148835433
76290.0,3.4394192032430775
62025.0,1.1135926817166302
50506.0,3.7429035606100762
77532.0,3.605819663318648
66838.0,2.799586238711913
61353.0,2.2638835253279432
68050.0,3.205483082200788
62415.0,3.490126451714589
79290.0,0.3120369788595343
78135.0,2.7955754993750173
76802.0,2.1172525110982963
68204.0,1.2376749442342092
63559.0,0.43297134398306436
64086.0,0.11246040694361753
62353.0,0.29662176600122087
68305.0,1.074594202972252
64890.0,0.20181510008348547
69100.0,0.6214544794377301
65610.0,1.1947812933362785
67341.0,3.839635868262526
79192.0,2.4302494503506993
73209.0,2.4636619903730685
66108.0,2.9624668489118133
78813.0,0.8943388344248412
76232.0,2.9941936423357616
67304.0,3.4354941230448217
61404.0,2.923010646404187
64657.0,2.1995261211381734
69652.0,3.637959172938378
63440.0,2.8229108787627655
62884.0,1.1079117703529615
69992.0,0.6260806760833937
78548.0,2.7019503220026024
67872.0,3.4755598774343603
76267.0,4.0088197429467005
79456.0,1.9039991554565043
74163.0,2.6031803365327097
50350.0,0.7190750547288889
60523.0,3.6883544668102286
65898.0,2.931142286261109
75334.0,3.1126717133778126
60558.0,1.695428661355183
74540.0,2.796895994510123
79215.0,3.4639754173331943
64300.0,3.97129632735248
78513.0,4.200108175425252
50923.0,3.853505804883085
68525.0,3.1886469302214637
63920.0,0.5762137905296072
69737.0,1.104600597147697
74206.0,3.13186697116911
50848.0,0.43157457233261415
69860.0,0.0
78217.0,0.5033840252943123
77243.0,1.2341605646256606
66606.0,2.304772342248577
64868.0,2.780096520863441
62925.0,3.265215221976127
65399.0,2.4697035266866254
50458.0,1.6613010470471303
50854.0,3.663016894179145
78629.0,3.544951646883997
69418.0,0.5902516709423573
63704.0,2.559743371883959
78288.0,2.504075667834
65506.0,1.0179769878162777
78224.0,3.996185975052618
62802.0,1.5164068724592872
50600.0,0.4537359981689676
77248.0,2.274220434460334
64704.0,1.743517178995467
62556.0,0.7398309930181869
64213.0,0.0
50165.0,3.523670430792437
64004.0,1.4108960526271337
61208.0,2.099103646350034
74339.0,3.7397516707808807
62558.0,2.0903672229473216
77463.0,1.6444576371346917
78756.0,2.979735443237522
71564.0,3.8328689786728045
65586.0,2.275084100262597
66203.0,0.35263357107781257
75847.0,3.59932993619331
77564.0,1.7671529893511708
64153.0,1.0974028596513592
79109.0,3.783399554107819
79150.0,2.2312557982532195
62931.0,3.42460971601005
66657.0,0.30185793008532896
79402.0,3.0874799971984714
76313.0,3.894338851365379
75125.0,2.989879892656937
61102.0,3.0732614102379245
63257.0,1.1514260875466655
63722.0,2.7607889929175533
62404.0,4.0337014799723985
79240.0,2.755371957597241
66354.0,0.7967316055528915
61743.0,0.9687637339660553
69636.0,0.940498641837452
64166.0,3.8024557188148322
62700.0,3.0633066023336153
62895.0,1.144222683919274
62934.0,1.7555710063651297
64560.0,1.7565867002499629
64468.0,1.1445617162380197
75566.0,3.566953670863866
63634.0,0.06271043203541149
63636.0,0.25483108995979964
69442.0,2.75319868847315
50704.0,0.9642636095684786
64504.0,1.7156511369414824
78603.0,2.105173265141893
76753.0,1.9983305173708077
78168.0,3.4559261588795054
74729.0,3.10257788891269
74465.0,3.3210706328168533
79608.0,3.4465905428328854
50730.0,2.6417629267155167
76249.0,2.9638142745081373
61700.0,1.9588111256133187
72133.0,2.9464701490578644
62864.0,2.5564467027796973
67025.0,4.196871352977634
63963.0,2.43086561461944
64646.0,3.539992957450636
50202.0,0.404064612915704
62356.0,1.293042385524514
76869.0,0.3366793526837859
65207.0,0.15755130726366395
78122.0,1.2199039625089045
60288.0,0.6768459536085322
73306.0,1.491638731167787
64006.0,2.758595150046296
64115.0,0.8173230720467797
64266.0,1.824435335744507
68743.0,3.2105527519582093
79365.0,2.1565453443496327
71184.0,0.8643323177164548
62265.0,2.788769538225402
64407.0,0.5044263076310902
67207.0,0.5871662233171138
71842.0,1.281866109701597
65653.0,1.4153450014886821
50469.0,1.1530957235500359
60343.0,1.702053097448125
61566.0,1.3804513078711869
75808.0,0.6792537688176051
68912.0,0.9672575914845043
64906.0,0.6033538725488086
62244.0,2.8172410874132083
73113.0,2.7374891393304477
66614.0,1.3838162347833929
66409.0,2.0462725768759262
71752.0,3.147329680493328
73136.0,1.25097014066084
68868.0,2.068864098654804
66928.0,0.984871550130838
78643.0,0.6259660886813244
64012.0,0.3314321204500921
69766.0,0.7263482110189643
76812.0,3.12834043659308
68518.0,1.3448590274523629
50707.0,1.3219119247854119
68200.0,0.0
50204.0,0.029898886865532957
50208.0,0.5262679701870143
68211.0,0.035416138340825576
50360.0,0.0
76430.0,0.0
68346.0,0.952129120986001
65304.0,0.07280047138715859
67391.0,0.0
69306.0,0.28349931115698523
50357.0,0.16341988651838554
65362.0,0.2207183230124513
64346.0,2.232095009173045
63348.0,0.0
