,BABIP,P_ID
0,0.33774834437086093,50030
1,0.47058823529411764,50036
2,0.3313008130081301,50040
3,0.35294117647058826,50109
4,0.350253807106599,50126
5,0.3443708609271523,50157
6,0.4074074074074074,50203
7,0.34183673469387754,50234
8,0.375,50262
9,0.3125,50296
10,0.3076923076923077,50298
11,0.25925925925925924,50360
12,1.0,50397
13,0.3068181818181818,50404
14,1.1666666666666667,50441
15,0.3020833333333333,50449
16,0.4166666666666667,50464
17,0.36666666666666664,50524
18,0.30434782608695654,50556
19,0.2868217054263566,50558
20,0.6,50592
21,0.3105134474327628,50636
22,0.375,50640
23,0.417910447761194,50662
24,0.32967032967032966,50705
25,0.6666666666666666,50726
26,0.0,50813
27,0.38461538461538464,50815
28,0.3578199052132701,50835
29,0.3793103448275862,50859
30,1.0,50900
31,0.3058510638297872,50912
32,0.26666666666666666,60105
33,0.36807095343680707,60140
34,0.2966101694915254,60146
35,0.3333333333333333,60164
36,0.29638009049773756,60181
37,0.2,60255
38,0.3350225225225225,60263
39,0.34980988593155893,60264
40,0.3170731707317073,60336
41,0.3333333333333333,60337
42,0.3204903677758319,60339
43,0.23529411764705882,60342
44,1.0,60441
45,0.37362637362637363,60457
46,0.32339089481946626,60559
47,0.3287037037037037,60634
48,0.3804347826086957,60636
49,0.42574257425742573,60757
50,0.40384615384615385,60764
51,0.33783783783783783,60768
52,0.3140096618357488,60841
53,0.3815789473684211,60845
54,0.47058823529411764,60848
55,0.3371855880353501,61101
56,0.3046594982078853,61145
57,0.3617021276595745,61156
58,0.3656716417910448,61214
59,0.4157303370786517,61215
60,0.32825484764542934,61240
61,0.3031161473087819,61268
62,0.3103448275862069,61295
63,0.2824427480916031,61323
64,0.3413793103448276,61329
65,0.3369330453563715,61365
66,0.36363636363636365,61396
67,0.2829827915869981,61411
68,0.3629441624365482,61456
69,0.29699248120300753,61457
70,0.37962962962962965,61496
71,0.23809523809523808,61557
72,0.2857142857142857,61569
73,0.37636761487964987,61643
74,0.3722943722943723,61666
75,0.5,61715
76,0.38317757009345793,61891
77,0.3192982456140351,61895
78,1.0,61929
79,0.25806451612903225,61962
80,0.288135593220339,62056
81,0.3402777777777778,62146
82,0.3006134969325153,62242
83,0.4,62263
84,,62294
85,0.32149532710280376,62322
86,0.375,62338
87,0.34205607476635513,62360
88,0.32723279648609077,62363
89,0.34934497816593885,62463
90,0.3548109965635739,62528
91,0.5625,62595
92,0.35944700460829493,62611
93,0.3488372093023256,62637
94,0.28907563025210087,62648
95,0.34418604651162793,62655
96,0.75,62696
97,0.3401015228426396,62698
98,0.3629955947136564,62754
99,0.6,62868
100,0.3179650238473768,62869
101,0.4,62892
102,0.0,62908
103,0.5,62918
104,0.32748538011695905,62920
105,0.3378048780487805,62929
106,0.32168850072780203,62937
107,0.2949907235621521,62951
108,0.3364864864864865,62966
109,0.3611111111111111,63027
110,0.18181818181818182,63103
111,0.4418604651162791,63104
112,0.32553407934893186,63111
113,0.3016949152542373,63145
114,0.3208955223880597,63248
115,0.32,63292
116,0.35645933014354064,63342
117,0.3380281690140845,63348
118,0.32323232323232326,63464
119,0.75,63492
120,0.3729281767955801,63512
121,0.306282722513089,63543
122,0.0,63619
123,0.3490304709141274,63628
124,0.2871046228710462,63638
125,0.48936170212765956,63749
126,0.3064516129032258,63765
127,0.273972602739726,63791
128,0.3469387755102041,63810
129,0.27450980392156865,63894
130,0.25,63914
131,0.37320574162679426,63935
132,0.48,63936
133,0.3013574660633484,63938
134,0.3192436040044494,63950
135,0.3542600896860987,63959
136,0.4166666666666667,63960
137,0.35714285714285715,63961
138,0.3127147766323024,63991
139,0.38046795523906407,64001
140,0.3884297520661157,64017
141,0.3475177304964539,64021
142,0.334841628959276,64029
143,0.3142857142857143,64041
144,0.29906542056074764,64047
145,0.3474903474903475,64051
146,0.3939393939393939,64155
147,0.4,64204
148,0.42105263157894735,64255
149,0.3793103448275862,64267
150,0.34459459459459457,64350
151,0.0,64396
152,0.3333333333333333,64462
153,0.36363636363636365,64464
154,0.4215686274509804,64554
155,0.4044943820224719,64565
156,0.8571428571428571,64580
