"","P_ID","SB_try","SB_succ","SF_per_PA"
"1",50030,0.0116279069767442,1,0.00387596899224806
"2",50036,0,0,0.0303030303030303
"3",50040,0.0127226463104326,0.4,0.00508905852417303
"4",50126,0.0233918128654971,0.75,0.00584795321637427
"5",50157,0.0151515151515152,0,0.0303030303030303
"6",50234,0.0222222222222222,0.833333333333333,0.0148148148148148
"7",50296,0.032258064516129,0,0
"8",50360,0,0,0
"9",50404,0,0,0
"10",50441,0,0,0.0625
"11",50449,0.0236220472440945,1,0.0078740157480315
"12",50464,0,0,0
"13",50524,0.0186046511627907,1,0
"14",50556,0,0,0
"15",50558,0.0231884057971014,0.875,0.00869565217391304
"16",50592,0.333333333333333,1,0
"17",50636,0.0181268882175227,0.666666666666667,0.00302114803625378
"18",50640,0.0446735395189003,0.769230769230769,0.0171821305841924
"19",50662,0.032258064516129,0,0
"20",50705,0,0,0
"21",50726,0,0,0.1
"22",50815,0.0192307692307692,1,0
"23",50835,0.0380116959064327,0.846153846153846,0.0087719298245614
"24",50900,0,0,0
"25",50912,0.0099009900990099,0.666666666666667,0
"26",60105,0,0,0.021505376344086
"27",60140,0.0304232804232804,0.695652173913043,0.00793650793650794
"28",60146,0.0191458026509573,0.769230769230769,0.00736377025036819
"29",60164,0,0,0.04
"30",60181,0.020260492040521,0.857142857142857,0.0130246020260492
"31",60255,0.136363636363636,1,0
"32",60263,0.0178843226788432,0.468085106382979,0.00532724505327245
"33",60264,0.036144578313253,0.666666666666667,0.0107095046854083
"34",60336,0.0147058823529412,0,0
"35",60337,0.0469798657718121,0.428571428571429,0.0134228187919463
"36",60339,0.021505376344086,0.777777777777778,0.01194743130227
"37",60342,0.0212765957446809,1,0
"38",60441,0,0,0.125
"39",60457,0.027972027972028,1,0.00699300699300699
"40",60559,0.0173410404624277,0.666666666666667,0.0144508670520231
"41",60634,0.0269865067466267,0.611111111111111,0.0104947526236882
"42",60636,0.0361990950226244,0.9375,0.00904977375565611
"43",60757,0.0106951871657754,0.5,0.0053475935828877
"44",60764,0,0,0.0217391304347826
"45",60768,0.0243079000675219,0.694444444444444,0.00742741390952059
"46",60841,0.0536075522589346,0.773584905660377,0.00640593391773432
"47",60845,0.0332640332640333,0.75,0.0103950103950104
"48",60848,0.0909090909090909,0.4,0
"49",61101,0.0244821092278719,0.615384615384615,0.00988700564971751
"50",61145,0.0356294536817102,0.533333333333333,0
"51",61156,0,0,0
"52",61214,0.0324675324675325,0.84,0.00649350649350649
"53",61215,0.0230769230769231,0.333333333333333,0.0153846153846154
"54",61240,0.0293594306049822,0.727272727272727,0.00578291814946619
"55",61268,0.0150753768844221,0.333333333333333,0.0150753768844221
"56",61295,0.0552147239263804,0.333333333333333,0.00613496932515337
"57",61323,0.0574162679425837,0.666666666666667,0.00478468899521531
"58",61329,0.0205479452054795,0.666666666666667,0.0114155251141553
"59",61365,0.0312764158918005,0.594594594594595,0.0101437024513948
"60",61396,0.027027027027027,1,0.0135135135135135
"61",61411,0.0304347826086957,0.857142857142857,0.00434782608695652
"62",61456,0.0278688524590164,0.705882352941177,0.00655737704918033
"63",61457,0.025,0.8,0.0175
"64",61496,0.0294117647058824,0.6,0
"65",61557,0,0,0
"66",61569,0,0,0
"67",61643,0.0164576802507837,0.666666666666667,0.0109717868338558
"68",61666,0.0295698924731183,0.772727272727273,0.0161290322580645
"69",61715,0,0,0
"70",61891,0.0076530612244898,0.666666666666667,0.0076530612244898
"71",61895,0.0210526315789474,0.6,0.00421052631578947
"72",61929,0,0,0
"73",61962,0.0294117647058824,0.666666666666667,0.00980392156862745
"74",62056,0.0240549828178694,0.785714285714286,0.00171821305841924
"75",62146,0.00859598853868195,0.666666666666667,0
"76",62242,0.0241157556270096,0.8,0.0128617363344051
"77",62263,0,0,0.012987012987013
"78",62294,0.5,1,0
"79",62322,0.0182232346241458,0.5,0.010250569476082
"80",62338,0,0,0
"81",62360,0.0119940029985007,0.75,0.00899550224887556
"82",62363,0.0194508009153318,0.617647058823529,0.0097254004576659
"83",62463,0.017910447761194,0.333333333333333,0.00597014925373134
"84",62528,0.0404208194905869,0.684931506849315,0.0121816168327796
"85",62595,0.0303030303030303,1,0.0303030303030303
"86",62611,0.0404040404040404,0.75,0.0101010101010101
"87",62637,0.0303030303030303,1,0.0151515151515152
"88",62648,0.0293542074363992,0.833333333333333,0.00587084148727984
"89",62655,0.0114068441064639,0,0.0380228136882129
"90",62696,0,0,0
"91",62698,0.0240488155061019,0.686567164179104,0.00681981335247667
"92",62754,0.0220385674931129,0.5625,0.0068870523415978
"93",62868,0,0,0
"94",62869,0.0101325019485581,0.5,0.00662509742790335
"95",62892,0,0,0
"96",62908,0,0,0
"97",62918,0,0,0
"98",62920,0.00772200772200772,1,0.0115830115830116
"99",62929,0.0110323089046493,0.714285714285714,0.0086682427107959
"100",62937,0.0257234726688103,0.5,0.00803858520900321
"101",62951,0.0173661360347323,0.666666666666667,0.00868306801736614
"102",62966,0.0165593376264949,0.666666666666667,0.00919963201471941
"103",63027,0,0,0.0289855072463768
"104",63103,0.0384615384615385,1,0
"105",63104,0.0151515151515152,1,0.0151515151515152
"106",63111,0.0306188925081433,0.680851063829787,0.00977198697068404
"107",63145,0.0285087719298246,0.692307692307692,0.0087719298245614
"108",63248,0.0202808112324493,0.730769230769231,0.0078003120124805
"109",63292,0,0,0.00900900900900901
"110",63342,0.0123893805309735,0.857142857142857,0.00707964601769911
"111",63348,0.0178571428571429,0.75,0.0133928571428571
"112",63464,0.0434782608695652,0.333333333333333,0
"113",63492,0,0,0
"114",63512,0.0128424657534247,0.466666666666667,0.00684931506849315
"115",63543,0.0317195325542571,0.736842105263158,0.00667779632721202
"116",63619,0,0,0
"117",63628,0.00819672131147541,0.333333333333333,0
"118",63638,0.0482142857142857,0.925925925925926,0.00714285714285714
"119",63749,0.025974025974026,0,0.012987012987013
"120",63765,0.0394736842105263,0.777777777777778,0.0087719298245614
"121",63791,0.00970873786407767,0,0
"122",63810,0.049469964664311,0.857142857142857,0.0141342756183746
"123",63894,0.0223880597014925,0.333333333333333,0.00746268656716418
"124",63935,0.0122324159021407,0.25,0.0122324159021407
"125",63936,0.0128205128205128,0,0
"126",63938,0.0199004975124378,0.75,0.00373134328358209
"127",63950,0.0214655810510733,0.655172413793103,0.00666173205033309
"128",63959,0.00864553314121038,0.666666666666667,0.0172910662824208
"129",63960,0.0625,0,0
"130",63961,0.0277777777777778,1,0
"131",63991,0.0176991150442478,0.5,0.0139064475347661
"132",64001,0.0328418230563003,0.816326530612245,0.00670241286863271
"133",64017,0.0205655526992288,0.5,0.0141388174807198
"134",64021,0.0241973010702652,0.673076923076923,0.00791065611912518
"135",64029,0.0284857571214393,0.736842105263158,0.00899550224887556
"136",64041,0,0,0
"137",64047,0.03,0.333333333333333,0
"138",64051,0.0211267605633803,0.833333333333333,0.00352112676056338
"139",64155,0.0615384615384615,1,0
"140",64204,0.0606060606060606,1,0
"141",64255,0,0,0
"142",64267,0,0,0.0256410256410256
"143",64350,0.0168269230769231,0.428571428571429,0.00240384615384615
"144",64396,0,0,0
"145",64462,0,0,0
"146",64464,0,0,0
"147",64554,0,0,0.0125
"148",64565,0.0116959064327485,0,0.0116959064327485
"149",64594,0,0,0
"150",64596,0.00755667506297229,0.666666666666667,0.0125944584382872
"151",64615,0.00662251655629139,0,0.00662251655629139
"152",64718,0.0330578512396694,0.75,0.0247933884297521
"153",64759,0.0154440154440154,0.75,0
"154",64760,0.0246913580246914,0.5,0
"155",64764,0.0128205128205128,0,0
"156",64768,0.0272108843537415,0.75,0.0136054421768707
"157",64805,0.0139372822299652,0.75,0.00696864111498258
"158",64861,0.0276497695852535,0.333333333333333,0.0138248847926267
"159",64893,0.0223123732251521,0.909090909090909,0.0223123732251521
"160",64907,0.0300751879699248,0.25,0.0225563909774436
"161",64960,0,0,0
"162",64995,0.0178571428571429,0.666666666666667,0.00892857142857143
"163",65042,0.0131578947368421,1,0.0043859649122807
"164",65048,0.0183028286189684,0.636363636363636,0.00831946755407654
"165",65056,0.0383386581469649,0.861111111111111,0.0053248136315229
"166",65057,0.021978021978022,0.25,0.00549450549450549
"167",65058,0.0239931448157669,0.785714285714286,0.00685518423307626
"168",65060,0.0181318681318681,0.666666666666667,0.010989010989011
"169",65062,0.0458333333333333,0.636363636363636,0.00625
"170",65064,0.0235294117647059,1,0.0117647058823529
"171",65067,0.0507936507936508,0.9375,0.0158730158730159
"172",65117,0,0,0.00943396226415094
"173",65206,0.0666666666666667,0,0
"174",65241,0,0,0
"175",65320,0.0341324664770419,0.773809523809524,0.00609508329947176
"176",65331,0.0216889709275496,0.553191489361702,0.00599907706506691
"177",65343,0.0527777777777778,0.631578947368421,0
"178",65345,0,0,0
"179",65348,0.0287253141831239,0.6875,0.0107719928186715
"180",65368,0,0,0
"181",65392,0.00854700854700855,1,0.00854700854700855
"182",65398,0.00862068965517241,0,0.0172413793103448
"183",65411,0.0166666666666667,0,0
"184",65496,0.0309278350515464,1,0.0206185567010309
"185",65509,0.0277777777777778,0.5,0.0138888888888889
"186",65516,0.0165530671859786,0.647058823529412,0.0107108081791626
"187",65543,0.0326643053915781,0.650602409638554,0.00629673356946084
"188",65546,0.0245901639344262,0.666666666666667,0.00756620428751576
"189",65616,0.033210332103321,0.814814814814815,0.011070110701107
"190",65618,0.0141843971631206,0.75,0.024822695035461
"191",65639,0.0087719298245614,0,0.0087719298245614
"192",65643,0.0110091743119266,1,0.00917431192660551
"193",65665,0.0172910662824208,1,0.0115273775216138
"194",65696,0,0,0
"195",65742,0.0277227722772277,0.5,0.00792079207920792
"196",65764,0.0395869191049914,0.804347826086957,0.00602409638554217
"197",65769,0.0217588395285585,0.75,0.00906618313689937
"198",65802,0,0,0
"199",65827,0,0,0
"200",65856,0.0137044967880086,0.59375,0.00471092077087794
"201",65908,0,0,0
"202",65931,0.0260336906584992,0.647058823529412,0.00765696784073507
"203",65933,0.018972697825081,0.365853658536585,0.003701989819528
"204",65964,0.107142857142857,0.333333333333333,0
"205",66018,0.00401606425702811,1,0.0200803212851406
"206",66032,0.0209424083769634,0.25,0.0104712041884817
"207",66039,0,0,0
"208",66047,0.0289389067524116,0.777777777777778,0.00964630225080386
"209",66049,0.0109090909090909,0.666666666666667,0.00727272727272727
